GH_Repo_Name,Remote_URL,Branch_Checked_Out,Latest_Commit_SHA,Date_Most_Recent_Change,Absolute_Path,Other_Available_Branches,Unpushed_Commits,Uncommitted_Changes,Untracked_Files,Stashed_Changes,Local_Only_Branches,Last_Commit_Date,Number_of_Commits,Last_Push_Date,Is_Fork,Is_Nested_Repo,Duplicate_Indicator
"Partners-and-Beyond.wiki","https://github.com/Nationwide/Partners-and-Beyond.wiki.git","master","9fcb164","2026-05-11T18:27:15-04:00","/c/devl/final_wiki/Partners-and-Beyond.wiki","N/A","0","YES","NO","NO","N/A","2026-05-11T18:27:15-04:00","901","2026-05-11T18:27:15-04:00","NO","NO","PENDING"
"adoption-monitor","https://github.com/dontcallmedom/adoption-monitor.git","main","b77751c","2021-02-17T11:07:38+01:00","/c/devl/gen-repos/adoption-monitor","N/A","0","NO","NO","NO","N/A","2021-02-17T11:07:38+01:00","54","2021-02-17T11:07:38+01:00","NO","NO","PENDING"
"check-http-status","https://github.com/trunkcode/check-http-status.git","main","de3d578","2021-10-15T13:59:55+05:00","/c/devl/gen-repos/check-http-status","N/A","5","NO","NO","NO","N/A","2021-10-15T13:59:55+05:00","8","2021-10-15T13:59:55+05:00","NO","NO","PENDING"
"elysia-api","https://github.com/masb0ymas/elysia-api.git","main","3b4bbc9","2024-10-25T23:06:09+07:00","/c/devl/gen-repos/elysia-api","N/A","0","NO","NO","NO","N/A","2024-10-25T23:06:09+07:00","2","2024-10-25T23:06:09+07:00","NO","NO","PENDING"
"Extras","https://github.com/ScoopInstaller/Extras.git","master","dde2bc8ed3","2024-07-07T20:56:09+08:00","/c/devl/gen-repos/Extras","N/A","0","NO","NO","NO","N/A","2024-07-07T20:56:09+08:00","59418","2024-07-07T20:56:09+08:00","NO","NO","PENDING"
"generate-dependabot-yml","https://github.com/marcusdacoregio/generate-dependabot-yml.git","main","380cfc7","2024-02-01T16:07:50-03:00","/c/devl/gen-repos/generate-dependabot-yml","N/A","0","YES","YES","NO","N/A","2024-02-01T16:07:50-03:00","25","2024-02-01T16:07:50-03:00","NO","NO","PENDING"
"dependabutler","https://github.com/getyourguide/dependabutler.git","main","4003f9c","2024-06-13T11:19:22+02:00","/c/devl/gen-repos/generate-dependabot-yml/dependabutler","N/A","5","NO","NO","NO","N/A","2024-06-13T11:19:22+02:00","65","2024-06-13T11:19:22+02:00","NO","YES","PENDING"
"generate-dependabot-glob-action","https://github.com/Makeshift/generate-dependabot-glob-action.git","master","4ce62d6","2023-05-03T12:38:53Z","/c/devl/gen-repos/generate-dependabot-yml/generate-dependabot-glob-action","N/A","0","NO","NO","NO","N/A","2023-05-03T12:38:53Z","29","2023-05-03T12:38:53Z","NO","YES","PENDING"
"github-repository-contribution-stats","https://github.com/HwangTaehyun/github-repository-contribution-stats.git","main","a90e0e0","2024-05-11T23:38:23+09:00","/c/devl/gen-repos/generate-dependabot-yml/github-repository-contribution-stats","N/A","0","NO","NO","NO","N/A","2024-05-11T23:38:23+09:00","40","2024-05-11T23:38:23+09:00","NO","YES","PENDING"
"github-action-helper","https://github.com/technote-space/github-action-helper.git","main","6ac584e","2023-05-30T00:28:23+09:00","/c/devl/gen-repos/github-action-helper","N/A","0","NO","NO","NO","N/A","2023-05-30T00:28:23+09:00","1495","2023-05-30T00:28:23+09:00","NO","NO","PENDING"
"github-stats","https://github.com/jstrieb/github-stats.git","master","6098cca5","2024-07-19T05:08:16Z","/c/devl/gen-repos/github-stats","N/A","0","YES","YES","NO","N/A","2024-07-19T05:08:16Z","4796","2024-07-19T05:08:16Z","NO","NO","PENDING"
"github-contribution","https://github.nwie.net/wiebek1/github-contribution.git","master","3d1d2da","2019-06-26T14:10:34-05:00","/c/devl/gen-repos/github-stats/github-contribution","N/A","0","YES","YES","NO","N/A","2019-06-26T14:10:34-05:00","1","2019-06-26T14:10:34-05:00","NO","YES","PENDING"
"gh-repo-stats","https://github.com/mona-actions/gh-repo-stats.git","main","6de098d","2024-03-31T22:36:22-05:00","/c/devl/gen-repos/github-stats/github-contribution/gh-repo-stats","N/A","0","YES","YES","NO","N/A","2024-03-31T22:36:22-05:00","95","2024-03-31T22:36:22-05:00","NO","YES","PENDING"
"awesome-github-stats","https://github.com/brunobritodev/awesome-github-stats.git","master","f96ea8a","2023-04-05T01:46:30-03:00","/c/devl/gen-repos/github-stats/github-contribution/gh-repo-stats/awesome-github-stats","N/A","0","NO","NO","NO","N/A","2023-04-05T01:46:30-03:00","370","2023-04-05T01:46:30-03:00","NO","YES","PENDING"
"metrics","https://github.com/lowlighter/metrics.git","master","366f8b9d","2023-12-18T19:04:44+02:00","/c/devl/gen-repos/github-stats/metrics","N/A","0","NO","NO","NO","N/A","2023-12-18T19:04:44+02:00","2559","2023-12-18T19:04:44+02:00","NO","YES","PENDING"
"gitwatch","https://github.com/gitwatch/gitwatch.git","master","4b0b310","2024-05-20T14:41:30+02:00","/c/devl/gen-repos/gitwatch","N/A","0","NO","NO","NO","N/A","2024-05-20T14:41:30+02:00","258","2024-05-20T14:41:30+02:00","NO","NO","PENDING"
"JBDL","https://github.com/sudzzz/JBDL.git","master","f4365c2","2023-03-18T18:20:23+05:30","/c/devl/gen-repos/JBDL","N/A","0","YES","YES","NO","N/A","2023-03-18T18:20:23+05:30","4","2023-03-18T18:20:23+05:30","NO","NO","PENDING"
"kubeapps","https://github.com/vmware-tanzu/kubeapps.git","main","ab696c433","2025-01-02T08:26:31Z","/c/devl/gen-repos/kubeapps","N/A","57","NO","NO","NO","N/A","2025-01-02T08:26:31Z","5736","2025-01-02T08:26:31Z","NO","NO","PENDING"
"LazyAdmin","https://github.com/ruudmens/LazyAdmin.git","master","96505ee","2024-06-19T08:52:54+02:00","/c/devl/gen-repos/LazyAdmin","N/A","0","NO","NO","NO","N/A","2024-06-19T08:52:54+02:00","151","2024-06-19T08:52:54+02:00","NO","NO","PENDING"
"modheader_selenium","https://github.com/modheader/modheader_selenium","main","4f5f62e","2023-07-21T10:24:12-05:00","/c/devl/gen-repos/modheader_selenium","N/A","0","NO","NO","NO","N/A","2023-07-21T10:24:12-05:00","83","2023-07-21T10:24:12-05:00","NO","NO","PENDING"
"opencve","https://github.com/opencve/opencve.git","master","1907581","2025-02-15T16:59:40+01:00","/c/devl/gen-repos/opencve","N/A","0","NO","NO","NO","N/A","2025-02-15T16:59:40+01:00","274","2025-02-15T16:59:40+01:00","NO","NO","PENDING"
"plugin-enterprise-cloud.js","https://github.com/octokit/plugin-enterprise-cloud.js.git","main","5ba8fe9","2024-07-02T13:34:10Z","/c/devl/gen-repos/plugin-enterprise-cloud.js","N/A","0","NO","NO","NO","N/A","2024-07-02T13:34:10Z","704","2024-07-02T13:34:10Z","NO","NO","PENDING"
"powerline-go","https://github.com/justjanne/powerline-go.git","main","071f63e","2025-01-20T11:35:57+01:00","/c/devl/gen-repos/powerline-go","N/A","0","NO","NO","NO","N/A","2025-01-20T11:35:57+01:00","453","2025-01-20T11:35:57+01:00","NO","NO","PENDING"
"S3-integration-with-spring-boot","https://github.com/the-shramik/S3-integration-with-spring-boot.git","master","76bffa6","2024-10-22T16:47:52+05:30","/c/devl/gen-repos/S3-integration-with-spring-boot","N/A","0","NO","NO","NO","N/A","2024-10-22T16:47:52+05:30","1","2024-10-22T16:47:52+05:30","NO","NO","PENDING"
"spring-content-examples","https://github.com/paulcwarren/spring-content-examples.git","main","7f02fa24","2025-01-17T22:40:54Z","/c/devl/gen-repos/spring-content-examples","N/A","0","YES","NO","NO","N/A","2025-01-17T22:40:54Z","1640","2025-01-17T22:40:54Z","NO","NO","PENDING"
"spring-s3-properties-loader","https://github.com/ericdallo/spring-s3-properties-loader.git","master","0e6e708","2020-11-14T11:06:44-03:00","/c/devl/gen-repos/spring-s3-properties-loader","N/A","5","NO","NO","NO","N/A","2020-11-14T11:06:44-03:00","73","2020-11-14T11:06:44-03:00","NO","NO","PENDING"
"SpringBootS3Bucket","https://github.com/hendisantika/SpringBootS3Bucket.git","main","0d1f3b6","2024-12-25T01:16:54+07:00","/c/devl/gen-repos/SpringBootS3Bucket","N/A","0","NO","NO","NO","N/A","2024-12-25T01:16:54+07:00","134","2024-12-25T01:16:54+07:00","NO","NO","PENDING"
"Upload-File-To-Amazon-S3-Bucket-Using-Java-Spring-Boot","https://github.com/Kabin119245/Upload-File-To-Amazon-S3-Bucket-Using-Java-Spring-Boot.git","main","ed28ce8","2024-09-20T13:41:23+05:45","/c/devl/gen-repos/Upload-File-To-Amazon-S3-Bucket-Using-Java-Spring-Boot","N/A","0","NO","NO","NO","N/A","2024-09-20T13:41:23+05:45","3","2024-09-20T13:41:23+05:45","NO","NO","PENDING"
"URL_Redirect_Checker","https://github.com/Ashley-Edge/URL_Redirect_Checker.git","main","a8415b3","2024-11-12T19:21:22Z","/c/devl/gen-repos/URL_Redirect_Checker","N/A","0","YES","YES","NO","N/A","2024-11-12T19:21:22Z","32","2024-11-12T19:21:22Z","NO","NO","PENDING"
"url-redirection-checker","https://github.com/tgoetten/url-redirection-checker.git","main","92bd855","2023-11-22T14:52:30+01:00","/c/devl/gen-repos/URL_Redirect_Checker/url-redirection-checker","N/A","0","YES","NO","NO","N/A","2023-11-22T14:52:30+01:00","6","2023-11-22T14:52:30+01:00","NO","YES","PENDING"
"vscode-git-automator-legacy","https://github.com/ivangabriele/vscode-git-automator-legacy.git","main","33824a9","2024-06-19T01:31:59+02:00","/c/devl/gen-repos/vscode-git-automator-legacy","N/A","5","NO","NO","NO","N/A","2024-06-19T01:31:59+02:00","643","2024-06-19T01:31:59+02:00","NO","NO","PENDING"
"webchk","https://github.com/amgedr/webchk.git","master","5e7dfd0","2022-03-06T13:24:27+04:00","/c/devl/gen-repos/webchk","N/A","0","NO","NO","NO","N/A","2022-03-06T13:24:27+04:00","140","2022-03-06T13:24:27+04:00","NO","NO","PENDING"
"AI-Tooling","https://github.com/Nationwide/AI-Tooling.git","simple","455026c","2026-02-05T07:20:27-05:00","/c/devl/gh-copilot/AI-Tooling","N/A","0","YES","YES","NO","N/A","2026-02-05T07:20:27-05:00","31","2026-02-05T07:20:27-05:00","NO","NO","PENDING"
"copilot-sdk","https://github.com/github/copilot-sdk.git","main","c4b3b366","2026-02-19T16:34:25-08:00","/c/devl/gh-copilot/copilot-sdk","N/A","0","NO","NO","NO","N/A","2026-02-19T16:34:25-08:00","160","2026-02-19T16:34:25-08:00","NO","NO","PENDING"
"expand-your-team-with-copilot","https://github.com/skills/expand-your-team-with-copilot.git","main","e6b9ce9","2026-02-13T14:02:10-08:00","/c/devl/gh-copilot/expand-your-team-with-copilot","N/A","0","NO","NO","NO","N/A","2026-02-13T14:02:10-08:00","44","2026-02-13T14:02:10-08:00","NO","NO","PENDING"
"GH-300-GitHub-Copilot-Demos","https://github.com/SQLtattoo/GH-300-GitHub-Copilot-Demos.git","main","78c30b6","2026-01-20T16:52:07+02:00","/c/devl/gh-copilot/GH-300-GitHub-Copilot-Demos","N/A","0","NO","NO","NO","N/A","2026-01-20T16:52:07+02:00","6","2026-01-20T16:52:07+02:00","NO","NO","PENDING"
"mcp-server","https://github.com/gleanwork/mcp-server.git","main","592549c","2026-02-06T12:36:04-05:00","/c/devl/gh-copilot/mcp-server","N/A","0","NO","NO","NO","N/A","2026-02-06T12:36:04-05:00","582","2026-02-06T12:36:04-05:00","NO","NO","PENDING"
"nw-awesome-gh-copilot","https://github.nwie.net/Nationwide/nw-awesome-gh-copilot.git","main","30aad62","2026-02-03T13:29:54-05:00","/c/devl/gh-copilot/nw-awesome-gh-copilot","N/A","0","NO","NO","NO","N/A","2026-02-03T13:29:54-05:00","29","2026-02-03T13:29:54-05:00","NO","NO","PENDING"
"pab-gha-action","https://github.nwie.net/Nationwide/pab-gha-action.git","retag-image","bc2edd3","2025-09-28T17:45:49-04:00","/c/devl/gha","  main","0","YES","YES","NO","  main","2025-09-28T17:45:49-04:00","2","2025-09-28T17:45:49-04:00","NO","NO","PENDING"
"api-monetization-producer","https://github.nwie.net/Nationwide/api-monetization-producer.git","main","6fc5471","2025-07-31T20:02:26-04:00","/c/devl/gha/gha-templates/api-monetization-producer","  PAB-12609-standardize-gha-templates-java;  PAB-12609-temp-updates","12","YES","YES","YES","  PAB-12609-standardize-gha-templates-java;  PAB-12609-temp-updates","2025-07-31T20:02:26-04:00","429","2025-07-31T20:02:26-04:00","NO","YES","PENDING"
"github-actions-docs","https://github.nwie.net/Nationwide/github-actions-docs.git","main","00dfbc5","2025-07-29T09:29:38-04:00","/c/devl/gha/gha-templates/github-actions-docs","N/A","0","NO","NO","NO","N/A","2025-07-29T09:29:38-04:00","35","2025-07-29T09:29:38-04:00","NO","YES","PENDING"
"pab-gha","https://github.nwie.net/Nationwide/pab-gha.git","main","7f8cfe0","2025-05-27T12:14:55-04:00","/c/devl/gha/gha-templates/pab-gha","N/A","0","YES","NO","NO","N/A","2025-05-27T12:14:55-04:00","1","2025-05-27T12:14:55-04:00","NO","YES","PENDING"
"Partner-Experience-UI","https://github.nwie.net/Nationwide/Partner-Experience-UI.git","PAB-13507-linting-standard","4e523fe4","2025-08-21T21:29:26-04:00","/c/devl/gha/gha-templates/Partner-Experience-UI","  PAB-13165-ng20-upgrade;  main","12","YES","YES","YES","  PAB-13165-ng20-upgrade;  main","2025-08-21T21:29:26-04:00","2372","2025-08-21T21:29:26-04:00","NO","YES","PENDING"
"pdx-dpim-integration","https://github.nwie.net/Nationwide/pdx-dpim-integration.git","PAB-12613-standardize-gha-templates","d2553cb","2025-08-14T13:21:52-04:00","/c/devl/gha/gha-templates/pdx-dpim-integration","  main","5","NO","NO","NO","  main","2025-08-14T13:21:52-04:00","373","2025-08-14T13:21:52-04:00","NO","YES","PENDING"
"pab-gha","https://github.nwie.net/Nationwide/pab-gha.git","default","f197b15","2025-08-26T22:45:23-04:00","/c/devl/gha/pab-gha","N/A","0","YES","YES","NO","N/A","2025-08-26T22:45:23-04:00","50","2025-08-26T22:45:23-04:00","NO","YES","PENDING"
"poc-gha-mail-notification","https://github.com/eduardomp/poc-gha-mail-notification.git","main","257de42","2023-09-01T20:42:36Z","/c/devl/gha/pab-gha/.github/poc-gha-mail-notification","N/A","0","NO","NO","NO","N/A","2023-09-01T20:42:36Z","2","2023-09-01T20:42:36Z","NO","YES","PENDING"
"pab-gha-action","https://github.nwie.net/Nationwide/pab-gha-action.git","retag-image","8ee6df8","2025-09-28T21:46:08-04:00","/c/devl/gha/pab-gha-action","  main","0","NO","NO","NO","  main","2025-09-28T21:46:08-04:00","4","2025-09-28T21:46:08-04:00","NO","YES","PENDING"
"feature-flags","https://github.nwie.net/Nationwide/feature-flags.git","main","1c7d35f","2025-04-04T08:58:05-04:00","/c/devl/golden-path/feature-flags","N/A","0","NO","NO","NO","N/A","2025-04-04T08:58:05-04:00","13","2025-04-04T08:58:05-04:00","NO","NO","PENDING"
"mcclab3-launchdarkly","https://github.nwie.net/Nationwide/mcclab3-launchdarkly.git","main","e923f81","2025-05-12T13:15:10-04:00","/c/devl/golden-path/mcclab3-launchdarkly","N/A","0","NO","NO","NO","N/A","2025-05-12T13:15:10-04:00","16","2025-05-12T13:15:10-04:00","NO","NO","PENDING"
"ca-certs","git@github.nwie.net:Nationwide/ca-certs.git","master","1759eb2","2024-09-12T07:55:06-05:00","/c/devl/installs/certs/ca-certs","N/A","0","NO","NO","NO","N/A","2024-09-12T07:55:06-05:00","19","2024-09-12T07:55:06-05:00","NO","NO","PENDING"
"cloud-dev-setup","https://github.nwie.net/Nationwide/cloud-dev-setup.git","master","ebfa113","2024-09-25T14:03:10-07:00","/c/devl/installs/cloud-dev-setup","N/A","0","NO","NO","NO","N/A","2024-09-25T14:03:10-07:00","214","2024-09-25T14:03:10-07:00","NO","NO","PENDING"
"configuration","https://github.com/StefanGreve/configuration.git","master","e200f27","2024-05-28T16:51:39+02:00","/c/devl/installs/configuration","N/A","0","NO","NO","NO","N/A","2024-05-28T16:51:39+02:00","78","2024-05-28T16:51:39+02:00","NO","NO","PENDING"
"extensions","https://github.com/raycast/extensions.git","main","420db815d","2024-07-03T12:40:19Z","/c/devl/installs/extensions","N/A","0","YES","NO","NO","N/A","2024-07-03T12:40:19Z","9609","2024-07-03T12:40:19Z","NO","NO","PENDING"
"cli","https://github.com/cli/cli.git","trunk","af4dad088","2026-02-03T11:49:46-07:00","/c/devl/installs/gh-cli/gh-cli","N/A","117","YES","YES","NO","N/A","2026-02-03T11:49:46-07:00","10741","2026-02-03T11:49:46-07:00","NO","NO","PENDING"
"harnesscd-example-apps","https://github.com/harness-community/harnesscd-example-apps.git","master","1b49ed0","2024-01-08T10:33:31-04:00","/c/devl/installs/harness-cli/harnesscd-example-apps","N/A","0","NO","NO","NO","N/A","2024-01-08T10:33:31-04:00","297","2024-01-08T10:33:31-04:00","NO","NO","PENDING"
"mybash","https://github.com/ChrisTitusTech/mybash.git","main","0d8b971","2024-07-15T22:55:23-05:00","/c/devl/installs/mybash","N/A","0","YES","NO","NO","N/A","2024-07-15T22:55:23-05:00","1","2024-07-15T22:55:23-05:00","NO","NO","PENDING"
"oh-my-posh","https://github.com/JanDeDobbeleer/oh-my-posh.git","main","b3391641","2026-01-02T00:07:37Z","/c/devl/installs/oh-my-posh","N/A","25","NO","NO","NO","N/A","2026-01-02T00:07:37Z","4790","2026-01-02T00:07:37Z","NO","NO","PENDING"
"powerline-go","https://github.com/justjanne/powerline-go.git","main","059f7f2","2024-06-17T14:39:19+02:00","/c/devl/installs/powerline-go","N/A","0","NO","NO","NO","N/A","2024-06-17T14:39:19+02:00","451","2024-06-17T14:39:19+02:00","NO","NO","PENDING"
"powershell-profile","https://github.com/ChrisTitusTech/powershell-profile.git","main","cee7c7d","2024-06-22T18:41:41-07:00","/c/devl/installs/powershell-profile","N/A","0","NO","NO","NO","N/A","2024-06-22T18:41:41-07:00","85","2024-06-22T18:41:41-07:00","NO","NO","PENDING"
"profile","https://github.com/StefanGreve/profile.git","master","01ac17f","2023-10-20T22:35:38+02:00","/c/devl/installs/ps-profile2/profile","N/A","0","NO","NO","NO","N/A","2023-10-20T22:35:38+02:00","123","2023-10-20T22:35:38+02:00","NO","NO","PENDING"
"desktop","https://github.com/raindropio/desktop.git","master","8a05555","2024-06-28T14:33:35+03:00","/c/devl/installs/raindrop/desktop","N/A","0","NO","NO","NO","N/A","2024-06-28T14:33:35+03:00","142","2024-06-28T14:33:35+03:00","NO","NO","PENDING"
"Scoop","https://github.com/ScoopInstaller/Scoop.git","master","716b6db3","2024-07-05T11:14:42+08:00","/c/devl/installs/scoop","N/A","0","YES","YES","NO","N/A","2024-07-05T11:14:42+08:00","10267","2024-07-05T11:14:42+08:00","NO","NO","PENDING"
"Main","https://github.com/ScoopInstaller/Main.git","master","9db9088aaf","2024-07-19T20:27:31Z","/c/devl/installs/scoop-main/Main","N/A","0","NO","NO","NO","N/A","2024-07-19T20:27:31Z","52427","2024-07-19T20:27:31Z","NO","NO","PENDING"
"jira-git-workflow-hooks","https://github.com/BigBrassBand/jira-git-workflow-hooks.git","master","3a14818","2022-09-16T13:52:14+07:00","/c/devl/jira-code-work/jira-git-workflow-hooks","N/A","0","YES","YES","NO","N/A","2022-09-16T13:52:14+07:00","102","2022-09-16T13:52:14+07:00","NO","NO","PENDING"
"jira-shell-scripts","https://github.com/sparxsys/jira-shell-scripts.git","main","aa7e2b4","2023-11-18T14:15:13Z","/c/devl/jira-code-work/jira-shell-scripts","N/A","0","YES","YES","NO","N/A","2023-11-18T14:15:13Z","20","2023-11-18T14:15:13Z","NO","NO","PENDING"
"jira-cli","https://github.com/marianogappa/jira-cli.git","master","00da428","2021-07-29T21:13:08+01:00","/c/devl/jira-code-work/jira-shell-scripts/jira-cli","N/A","0","NO","NO","NO","N/A","2021-07-29T21:13:08+01:00","36","2021-07-29T21:13:08+01:00","NO","YES","PENDING"
"CDT-SC-Cloudformation-Simple","https://github.nwie.net/Nationwide/CDT-SC-Cloudformation-Simple.git","master","d1b1766","2024-05-28T10:00:22-04:00","/c/devl/nw-codebase/aws-infra/CDT-SC-Cloudformation-Simple","N/A","0","NO","NO","NO","N/A","2024-05-28T10:00:22-04:00","313","2024-05-28T10:00:22-04:00","NO","NO","PENDING"
"CDT-SC-CloudFront-S3","https://github.nwie.net/Nationwide/CDT-SC-CloudFront-S3","master","8c702f1","2024-05-28T11:08:04-04:00","/c/devl/nw-codebase/aws-infra/CDT-SC-CloudFront-S3","N/A","0","NO","NO","NO","N/A","2024-05-28T11:08:04-04:00","290","2024-05-28T11:08:04-04:00","NO","NO","PENDING"
"CDT-SC-Generic-IAC","https://github.nwie.net/Nationwide/CDT-SC-Generic-IAC.git","master","d9097d2","2024-07-16T13:07:01-04:00","/c/devl/nw-codebase/aws-infra/CDT-SC-Generic-IAC","N/A","0","NO","NO","NO","N/A","2024-07-16T13:07:01-04:00","202","2024-07-16T13:07:01-04:00","NO","NO","PENDING"
"cnp-iam-s3-demo","https://github.nwie.net/Nationwide/cnp-iam-s3-demo.git","main","3b5dcee","2023-09-28T10:42:04-04:00","/c/devl/nw-codebase/aws-infra/cnp-iam-s3-demo","N/A","0","NO","NO","NO","N/A","2023-09-28T10:42:04-04:00","44","2023-09-28T10:42:04-04:00","NO","NO","PENDING"
"epd-dog-aws-iac","https://github.nwie.net/Nationwide/epd-dog-aws-iac.git","pab-10292-s3Bucket-for-epd-eis-pdx","2bd8b12","2024-07-23T15:31:05-04:00","/c/devl/nw-codebase/aws-infra/epd-dog-aws-iac","  IAC-240719032548;  main;  pab-10308-create-aws-s3;  pab-10308-s3-test_prod;  pab10308-create-aws-s3","12","YES","YES","YES","  IAC-240719032548;  main;  pab-10308-create-aws-s3;  pab-10308-s3-test_prod;  pab10308-create-aws-s3","2024-07-23T15:31:05-04:00","35","2024-07-23T15:31:05-04:00","NO","NO","PENDING"
"example-angular","https://github.nwie.net/Nationwide/example-angular.git","harness-nextgen-migration","21800b9","2024-06-13T15:23:41-04:00","/c/devl/nw-codebase/aws-infra/example-angular","  main","0","NO","NO","NO","  main","2024-06-13T15:23:41-04:00","40","2024-06-13T15:23:41-04:00","NO","NO","PENDING"
"harness-app-template-angular","https://github.nwie.net/Nationwide/harness-app-template-angular.git","main","435f257","2024-03-22T18:30:25Z","/c/devl/nw-codebase/aws-infra/harness-app-template-angular","N/A","0","NO","NO","NO","N/A","2024-03-22T18:30:25Z","90","2024-03-22T18:30:25Z","NO","NO","PENDING"
"pdx-kiamrole","https://github.nwie.net/Nationwide/pdx-kiamrole","PAB-10452-self-assume-role-s3-databricks","5bf48e6","2025-01-14T10:44:38-05:00","/c/devl/nw-codebase/aws-infra/pdx-kiamrole","  main","0","NO","NO","NO","  main","2025-01-14T10:44:38-05:00","93","2025-01-14T10:44:38-05:00","NO","NO","PENDING"
"pdx-portfolio-dashboard-aws","https://github.nwie.net/Nationwide/pdx-portfolio-dashboard-aws.git","master","dc32f4a","2024-07-17T18:00:44-04:00","/c/devl/nw-codebase/aws-infra/pdx-portfolio-dashboard-aws","N/A","0","YES","YES","NO","N/A","2024-07-17T18:00:44-04:00","71","2024-07-17T18:00:44-04:00","NO","NO","PENDING"
"preference-management-notification","https://github.nwie.net/Nationwide/preference-management-notification.git","develop","572a9d6","2024-05-02T10:22:48-04:00","/c/devl/nw-codebase/aws-infra/preference-management-notification","N/A","0","NO","NO","NO","N/A","2024-05-02T10:22:48-04:00","839","2024-05-02T10:22:48-04:00","NO","NO","PENDING"
"scoop-nationwide","https://github.nwie.net/Nationwide/scoop-nationwide.git","master","4443a70","2023-12-18T08:32:06-05:00","/c/devl/nw-codebase/aws-infra/scoop-nationwide","N/A","0","NO","NO","NO","N/A","2023-12-18T08:32:06-05:00","39","2023-12-18T08:32:06-05:00","NO","NO","PENDING"
"cam-modern","https://github.nwie.net/Nationwide/cam-modern.git","develop","1cfd625f","2024-07-17T13:38:50-04:00","/c/devl/nw-codebase/cam-modern","N/A","0","NO","NO","NO","N/A","2024-07-17T13:38:50-04:00","4291","2024-07-17T13:38:50-04:00","NO","NO","PENDING"
"cijm_batch","https://github.nwie.net/Nationwide/cijm_batch.git","main","738a556","2025-01-06T13:43:19-05:00","/c/devl/nw-codebase/cijm_batch","N/A","0","NO","NO","NO","N/A","2025-01-06T13:43:19-05:00","32","2025-01-06T13:43:19-05:00","NO","NO","PENDING"
"cls-registry-tags","https://github.nwie.net/Nationwide/cls-registry-tags.git","main","0f943f7","2023-09-14T13:57:34-04:00","/c/devl/nw-codebase/cls-registry-tags","N/A","0","NO","NO","NO","N/A","2023-09-14T13:57:34-04:00","5","2023-09-14T13:57:34-04:00","NO","NO","PENDING"
"CNP-Repo-Template","https://github.nwie.net/Nationwide/CNP-Repo-Template","main","34699e6","2024-04-26T08:09:41-07:00","/c/devl/nw-codebase/CNP-Repo-Template","N/A","0","NO","NO","NO","N/A","2024-04-26T08:09:41-07:00","27","2024-04-26T08:09:41-07:00","NO","NO","PENDING"
"DevXP-Roadmaps","https://github.nwie.net/Nationwide/DevXP-Roadmaps.git","main","1bba7a0","2025-02-25T11:10:33-05:00","/c/devl/nw-codebase/DevXP-Roadmaps","N/A","0","YES","YES","NO","N/A","2025-02-25T11:10:33-05:00","51","2025-02-25T11:10:33-05:00","NO","NO","PENDING"
"docker-library-buildpack-talend","https://github.nwie.net/Nationwide/docker-library-buildpack-talend.git","main","9f9fbb0","2024-11-22T11:57:27-05:00","/c/devl/nw-codebase/Docker_Update/docker-library-buildpack-talend","N/A","0","NO","NO","NO","N/A","2024-11-22T11:57:27-05:00","41","2024-11-22T11:57:27-05:00","NO","NO","PENDING"
"docker-library-sonar-scanner","https://github.nwie.net/Nationwide/docker-library-sonar-scanner.git","main","222fa91","2023-10-05T15:28:31-05:00","/c/devl/nw-codebase/Docker_Update/docker-library-sonar-scanner","N/A","0","NO","NO","NO","N/A","2023-10-05T15:28:31-05:00","31","2023-10-05T15:28:31-05:00","NO","NO","PENDING"
"epd-dog","https://github.nwie.net/Nationwide/epd-dog.git","docker_update","b1c3d8a","2024-09-11T15:04:19-04:00","/c/devl/nw-codebase/Docker_Update/epd-dog","  PAB-10162-concourse-integration;  PAB-10184-kubernetes-rancher;  main;  pipeline-research","0","YES","NO","NO","  PAB-10162-concourse-integration;  PAB-10184-kubernetes-rancher;  main;  pipeline-research","2024-09-11T15:04:19-04:00","51","2024-09-11T15:04:19-04:00","NO","NO","PENDING"
"helm-library-spring-boot","https://github.nwie.net/Nationwide/helm-library-spring-boot.git","main","d6f2bf5","2024-12-19T14:37:30-05:00","/c/devl/nw-codebase/helm-library-spring-boot","N/A","0","YES","NO","NO","N/A","2024-12-19T14:37:30-05:00","33","2024-12-19T14:37:30-05:00","NO","NO","PENDING"
"multiproduct-quote-bind-ui","https://github.nwie.net/Nationwide/multiproduct-quote-bind-ui.git","main","05f6c1593","2021-04-05T07:44:12-04:00","/c/devl/nw-codebase/multiproduct-quote-bind-ui","  development","83","NO","NO","NO","  development","2021-04-05T07:44:12-04:00","5095","2021-04-05T07:44:12-04:00","NO","NO","PENDING"
"ng-harness-pab","https://github.nwie.net/Nationwide/ng-harness-pab.git","pab-10467-ng-harness-pipeline-config","407fd11","2024-08-14T10:34:36-04:00","/c/devl/nw-codebase/ng-harness-pab","  main","0","YES","NO","NO","  main","2024-08-14T10:34:36-04:00","7","2024-08-14T10:34:36-04:00","NO","NO","PENDING"
"pab","https://github.nwie.net/Nationwide/pab.git","main","afa190d","2025-09-28T18:14:32-04:00","/c/devl/nw-codebase/pab","N/A","0","YES","YES","NO","N/A","2025-09-28T18:14:32-04:00","1","2025-09-28T18:14:32-04:00","NO","NO","PENDING"
